Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF00180,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",REN-SRE,Renin stability regulatory element (REN-SRE),Cis-reg;
RF00181,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.91%), Eukaryota:Viridiplantae (0.05%), Eukaryota:Fungi (0.03%)",SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,Gene; snRNA; snoRNA; CD-box;
RF00183,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",G-CSF_SLDE,G-CSF factor stem-loop destabilising element (SLDE),Cis-reg;
RF00186,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD101,Small nucleolar RNA SNORD101,Gene; snRNA; snoRNA; CD-box;
RF00187,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD102,Small nucleolar RNA SNORD102,Gene; snRNA; snoRNA; CD-box;
RF00188,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD103,Small nucleolar RNA SNORD103/SNORD85,Gene; snRNA; snoRNA; CD-box;
RF00189,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD95,Small nucleolar RNA SNORD95,Gene; snRNA; snoRNA; CD-box;
RF00190,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (99.92%), Eukaryota:Metazoa (99.47%), Eukaryota:Viridiplantae (0.38%), Bacteria (0.08%), Eukaryota:Fungi (0.08%)",SNORA16,Small nucleolar RNA SNORA16B/SNORA16A family,Gene; snRNA; snoRNA; HACA-box;
RF00191,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (98.96%), Eukaryota:Viridiplantae (1.04%)",SNORA57,Small nucleolar RNA SNORA57,Gene; snRNA; snoRNA; HACA-box;
RF00198,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SL1,SL1 RNA,Gene;
RF00199,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (99.83%), Eukaryota:Metazoa (99.83%), Bacteria (0.17%), Bacteria:Cyanobacteria (0.17%)",SL2,SL2 RNA,Gene;
RF00207,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",K10_TLS,K10 transport/localisation element (TLS),Cis-reg;
RF00211,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.67%), Eukaryota:Fungi (0.33%)",SNORD35,Small nucleolar RNA SNORD35,Gene; snRNA; snoRNA; CD-box;
RF00212,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD38,Small nucleolar RNA SNORD38,Gene; snRNA; snoRNA; CD-box;
RF00213,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (57.89%), Eukaryota:Fungi (21.05%), Eukaryota:Viridiplantae (21.05%)","Eukaryota (100.00%), Eukaryota:Metazoa (44.65%), Eukaryota:Viridiplantae (34.64%), Eukaryota:Fungi (20.58%), Eukaryota:Alveolata (0.04%)",snoR38,Small nucleolar RNA R38,Gene; snRNA; snoRNA; CD-box;
RF00214,Viruses+Retroviridae/Eukaryota+Metazoa,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Eukaryota (99.06%), Eukaryota:Metazoa (99.06%), Viruses (0.94%), Viruses:Retroviridae (0.94%)",Retro_dr1,Retrovirus direct repeat 1 (dr1),Cis-reg;
RF00216,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (97.84%), Eukaryota:Fungi (1.44%), Eukaryota:Viridiplantae (0.72%)",IRES_c-myc,c-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00217,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD20,Small nucleolar RNA SNORD20,Gene; snRNA; snoRNA; CD-box;
RF00218,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.86%)",SNORD46,Small nucleolar RNA SNORD46,Gene; snRNA; snoRNA; CD-box;
RF00221,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD43,Small nucleolar RNA SNORD43,Gene; snRNA; snoRNA; CD-box;
RF00222,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (99.60%), Eukaryota:Metazoa (98.39%), Bacteria (0.40%), Eukaryota:Fungi (0.40%), Eukaryota:Alveolata (0.40%), Eukaryota:Stramenopiles (0.40%)",IRES_Bag1,Bag-1 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00223,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",IRES_Bip,bip internal ribosome entry site (IRES),Cis-reg; IRES;
RF00224,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",IRES_FGF2,FGF-2 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00226,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",IRES_n-myc,n-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00227,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (88.89%), Eukaryota:Fungi (5.56%), Eukaryota:Viridiplantae (5.56%)",FIE3,FIE3 (ftz instability element 3') element,Cis-reg;
RF00231,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SCARNA13,Small Cajal body specific RNA 13,Gene; snRNA; snoRNA; scaRNA;
RF00232,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Spi-1,Spi-1 (PU.1) 5' UTR regulatory element,Cis-reg;
RF00237,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.84%), Eukaryota:Viridiplantae (0.16%)",mir-9,mir-9/mir-79 microRNA precursor family,Gene; miRNA;
RF00239,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-124,mir-124 microRNA precursor family,Gene; miRNA;
RF00241,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.06%), Eukaryota:Viridiplantae (0.79%), Eukaryota:Alveolata (0.11%)",mir-8,mir-8/mir-141/mir-200 microRNA precursor family,Gene; miRNA;
RF00244,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-26,mir-26 microRNA precursor family,Gene; miRNA;
RF00245,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-19,mir-19 microRNA precursor family,Gene; miRNA;
RF00246,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-135,mir-135 microRNA precursor family,Gene; miRNA;
RF00248,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-148,mir-148/mir-152 microRNA precursor family,Gene; miRNA;
RF00249,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-46,mir-46/mir-47/mir-281 microRNA precursor family,Gene; miRNA;
RF00251,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-219,mir-219 microRNA precursor family,Gene; miRNA;
RF00253,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-101,mir-101 microRNA precursor family,Gene; miRNA;
RF00254,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (99.89%), Eukaryota:Metazoa (97.07%), Eukaryota:Viridiplantae (2.04%), Eukaryota:Alveolata (0.70%), Bacteria (0.11%), Eukaryota:Fungi (0.06%), Bacteria:Bacteroidetes (0.02%)",mir-16,mir-16 microRNA precursor family,Gene; miRNA;
RF00255,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-218,mir-218 microRNA precursor family,Gene; miRNA;
RF00256,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-196,mir-196 microRNA precursor family,Gene; miRNA;
RF00257,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-194,mir-194 microRNA precursor family,Gene; miRNA;
RF00258,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (99.96%), Eukaryota:Metazoa (99.77%), Eukaryota:Viridiplantae (0.19%), Bacteria (0.04%)",mir-130,mir-130 microRNA precursor family,Gene; miRNA;
RF00259,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.26%), Eukaryota:Viridiplantae (0.74%)",IFN_gamma,Interferon gamma 5' UTR regulatory element,Cis-reg;
RF00261,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (98.18%), Eukaryota:Viridiplantae (1.82%)",IRES_L-myc,L-myc internal ribosome entry site (IRES),Cis-reg; IRES;
RF00263,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (96.15%), Eukaryota:Alveolata (3.85%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.91%), Eukaryota:Alveolata (0.09%)",SNORA68,Small nucleolar RNA SNORA68,Gene; snRNA; snoRNA; HACA-box;
RF00264,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.15%), Eukaryota:Viridiplantae (0.85%)",SNORA64,Small nucleolar RNA SNORA64/SNORA10 family,Gene; snRNA; snoRNA; HACA-box;
RF00265,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (90.47%), Eukaryota:Viridiplantae (9.53%)",SNORA69,Small nucleolar RNA SNORA69,Gene; snRNA; snoRNA; HACA-box;
RF00266,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",snoZ17,Small nucleolar RNA Z17,Gene; snRNA; snoRNA; CD-box;
RF00270,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.68%), Eukaryota:Fungi (0.11%), Eukaryota:Alveolata (0.11%)",SNORD61,Small nucleolar RNA SNORD61,Gene; snRNA; snoRNA; CD-box;
RF00271,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD60,Small nucleolar RNA SNORD60,Gene; snRNA; snoRNA; CD-box;
RF00272,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA67,Small nucleolar RNA SNORA67,Gene; snRNA; snoRNA; HACA-box;
RF00273,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD59,Small nucleolar RNA SNORD59,Gene; snRNA; snoRNA; CD-box;
RF00274,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.86%)",SNORD57,Small nucleolar RNA SNORD57,Gene; snRNA; snoRNA; CD-box;
RF00275,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.25%), Eukaryota:Fungi (0.75%)",SNORD56,Small nucleolar RNA SNORD56,Gene; snRNA; snoRNA; CD-box;
RF00276,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD52,Small nucleolar RNA SNORD52,Gene; snRNA; snoRNA; CD-box;
RF00277,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.82%), Eukaryota:Fungi (0.09%), Eukaryota:Viridiplantae (0.09%)",SNORD49,Small nucleolar RNA SNORD49,Gene; snRNA; snoRNA; CD-box;
RF00278,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD50,Small nucleolar RNA SNORD50,Gene; snRNA; snoRNA; CD-box;
RF00279,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.32%), Eukaryota:Alveolata (0.61%), Eukaryota:Viridiplantae (0.06%)",SNORD45,Small nucleolar RNA SNORD45,Gene; snRNA; snoRNA; CD-box;
RF00280,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD51,Small nucleolar RNA SNORD51,Gene; snRNA; snoRNA; CD-box;
RF00281,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD47,Small nucleolar RNA SNORD47,Gene; snRNA; snoRNA; CD-box;
RF00282,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD48,Small nucleolar RNA SNORD48,Gene; snRNA; snoRNA; CD-box;
RF00283,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SCARNA18,small Cajal body-specific RNA 18,Gene; snRNA; snoRNA; scaRNA;
RF00284,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD74,Small nucleolar RNA SNORD74,Gene; snRNA; snoRNA; CD-box;
RF00285,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (99.53%), Eukaryota:Metazoa (99.53%), Bacteria (0.47%)",snoZ6,Z6 small nucleolar RNA,Gene; snRNA; snoRNA; CD-box;
RF00286,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.16%), Eukaryota:Viridiplantae (0.84%)",SCARNA8,Small Cajal body specific RNA 8,Gene; snRNA; snoRNA; scaRNA;
RF00287,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORD44,Small nucleolar RNA SNORD44,Gene; snRNA; snoRNA; CD-box;
RF00288,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",snoZ30,Z30 small nucleolar RNA,Gene; snRNA; snoRNA; CD-box;
RF00289,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORND104,Small nucleolar RNA SNORD104,Gene; snRNA; snoRNA; CD-box;
RF00291,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",snoR639,Small nucleolar RNA snoR639/H1,Gene; snRNA; snoRNA; HACA-box;
RF00293,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",snoM1,Small nucleolar RNA snoM1,Gene; snRNA; snoRNA; HACA-box;
RF00302,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA65,Small nucleolar RNA SNORA65,Gene; snRNA; snoRNA; HACA-box;
RF00309,Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (39.13%), Eukaryota:Viridiplantae (39.13%), Eukaryota:Metazoa (21.74%)","Eukaryota (100.00%), Eukaryota:Metazoa (48.11%), Eukaryota:Viridiplantae (22.29%), Eukaryota:Fungi (22.18%), Eukaryota:Alveolata (5.51%), Eukaryota:Stramenopiles (0.56%)",snosnR60_Z15,Small nucleolar RNA snR60/Z15/Z230/Z193/J17,Gene; snRNA; snoRNA; CD-box;
RF00318,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (92.86%), Eukaryota:Metazoa (7.14%)",snoZ175,Small nucleolar RNA Z175,Gene; snRNA; snoRNA; CD-box;
RF00319,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (98.53%), Eukaryota:Viridiplantae (1.37%)",SNORA23,Small nucleolar RNA SNORA23,Gene; snRNA; snoRNA; HACA-box;
RF00322,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.81%), Eukaryota:Viridiplantae (0.19%)",SNORA31,Small nucleolar RNA SNORA31,Gene; snRNA; snoRNA; HACA-box;
RF00324,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",snoMBII-202,Small nucleolar RNA MBII-202,Gene; snRNA; snoRNA; CD-box;
RF00325,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.82%), Eukaryota:Viridiplantae (0.18%)",SNORD53_SNORD92,Small nucleolar RNA SNORD53/SNORD92,Gene; snRNA; snoRNA; CD-box;
RF00334,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA3,Small nucleolar RNA SNORA3/SNORA45 family,Gene; snRNA; snoRNA; HACA-box;
RF00340,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA36,Small nucleolar RNA SNORA36 family,Gene; snRNA; snoRNA; HACA-box;
RF00341,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",snoZ39,Small nucleolar RNA Z39,Gene; snRNA; snoRNA; CD-box;
RF00342,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",snoZ40,Small nucleolar RNA Z40,Gene; snRNA; snoRNA; CD-box;
RF00362,Viroids/Eukaryota+Metazoa,Viroids (100.00%),"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Pospi_RY,Pospiviroid RY motif stem loop,Cis-reg;
RF00374,Viruses+Retroviridae/Eukaryota+Metazoa,"Viruses (100.00%), Viruses:Retroviridae (96.00%)","Eukaryota (97.56%), Eukaryota:Metazoa (97.56%), Viruses (2.44%), Viruses:Retroviridae (2.44%)",Gammaretro_CES,Gammaretrovirus core encapsidation signal,Cis-reg;
RF00377,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (98.46%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Fungi (0.13%)",snoU6-53,Small nucleolar RNA U6-53/MBII-28,Gene; snRNA; snoRNA; CD-box;
RF00381,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Antizyme_FSE,Antizyme RNA frameshifting stimulation element,Cis-reg; frameshift_element;
RF00387,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",IRES_FGF1,FGF-1 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00392,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (99.82%), Eukaryota:Metazoa (99.37%), Eukaryota:Viridiplantae (0.45%), Bacteria (0.18%)",SNORA5,Small nucleolar RNA SNORA5,Gene; snRNA; snoRNA; HACA-box;
RF00393,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA8,Small nucleolar RNA SNORA8,Gene; snRNA; snoRNA; HACA-box;
RF00394,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA4,Small nucleolar RNA SNORA4,Gene; snRNA; snoRNA; HACA-box;
RF00396,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA13,Small nucleolar RNA SNORA13,Gene; snRNA; snoRNA; HACA-box;
RF00397,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.65%), Eukaryota:Viridiplantae (0.35%)",SNORA14,Small nucleolar RNA SNORA14,Gene; snRNA; snoRNA; HACA-box;
RF00398,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA15,Small nucleolar RNA SNORA15,Gene; snRNA; snoRNA; HACA-box;
RF00399,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA24,Small nucleolar RNA SNORA24,Gene; snRNA; snoRNA; HACA-box;
RF00400,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA28,Small nucleolar RNA SNORA28,Gene; snRNA; snoRNA; HACA-box;
RF00401,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA20,Small nucleolar RNA SNORA20,Gene; snRNA; snoRNA; HACA-box;
RF00402,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA25,Small nucleolar RNA SNORA25,Gene; snRNA; snoRNA; HACA-box;
RF00403,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA41,Small nucleolar RNA SNORA41,Gene; snRNA; snoRNA; HACA-box;
RF00404,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA46,Small nucleolar RNA SNORA46,Gene; snRNA; snoRNA; HACA-box;
RF00405,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA44,Small nucleolar RNA SNORA44,Gene; snRNA; snoRNA; HACA-box;
RF00406,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA42,Small nucleolar RNA SNORA42/SNORA80 family,Gene; snRNA; snoRNA; HACA-box;
RF00407,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA50,Small nucleolar RNA SNORA50,Gene; snRNA; snoRNA; HACA-box;
RF00408,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA1,Small nucleolar RNA SNORA1,Gene; snRNA; snoRNA; HACA-box;
RF00409,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA7,Small nucleolar RNA SNORA7,Gene; snRNA; snoRNA; HACA-box;
RF00410,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",SNORA2,Small nucleolar RNA SNORA2/SNORA34 family,Gene; snRNA; snoRNA; HACA-box;
